id,authors,title,category,abstract,versions,update_date,new_category,generated_abstract,prompt
2203.07993,"Kai Chen, Ye Wang, Yitong Li and Aiping Li","RotateQVS: Representing Temporal Information as Rotations in Quaternion
  Vector Space for Temporal Knowledge Graph Completion",['cs.AI'],"  Temporal factors are tied to the growth of facts in realistic applications,
such as the progress of diseases and the development of political situation,
therefore, research on Temporal Knowledge Graph (TKG) attracks much attention.
In TKG, relation patterns inherent with temporality are required to be studied
for representation learning and reasoning across temporal facts. However,
existing methods can hardly model temporal relation patterns, nor can capture
the intrinsic connections between relations when evolving over time, lacking of
interpretability. In this paper, we propose a novel temporal modeling method
which represents temporal entities as Rotations in Quaternion Vector Space
(RotateQVS) and relations as complex vectors in Hamilton's quaternion space. We
demonstrate our method can model key patterns of relations in TKG, such as
symmetry, asymmetry, inverse, and can further capture time-evolved relations by
theory. Empirically, we show that our method can boost the performance of link
prediction tasks over four temporal knowledge graph benchmarks.
","[{'version': 'v1', 'created': 'Tue, 15 Mar 2022 15:27:23 GMT'}, {'version': 'v2', 'created': 'Thu, 17 Mar 2022 03:31:46 GMT'}]",2022-03-18,['Artificial Intelligence'],"This paper presents RotateQVS, a novel approach for representing temporal information as rotations in quaternion vector space for temporal knowledge graph completion in Artificial Intelligence (AI). RotateQVS uses quaternions to represent temporal information, which allows for a more efficient and accurate representation of temporal information compared to traditional methods. The proposed approach is evaluated using a temporal knowledge graph completion task on a real-world AI dataset. Results show that RotateQVS outperforms the baseline methods in terms of accuracy and efficiency. Additionally, experiments demonstrate that RotateQVS can effectively capture temporal relationships between different entities in the graph. The paper concludes by discussing the potential applications of RotateQVS in AI, such as temporal reasoning and temporal event prediction.","Write an abstract for a paper called RotateQVS: Representing Temporal Information as Rotations in Quaternion
  Vector Space for Temporal Knowledge Graph Completion about Artificial Intelligence"
2302.08984,"Aruna Jayasena, Prabhat Mishra",DETER: Design for Trust utilizing Rareness Reduction,"['cs.CR', 'cs.AR', 'cs.LO']","  Increasing design complexity and reduced time-to-market have motivated
manufacturers to outsource some parts of the System-on-Chip (SoC) design flow
to third-party vendors. This provides an opportunity for attackers to introduce
hardware Trojans by constructing stealthy triggers consisting of rare events
(e.g., rare signals, states, and transitions). There are promising test
generation-based hardware Trojan detection techniques that rely on the
activation of rare events. In this paper, we investigate rareness reduction as
a design-for-trust solution to make it harder for an adversary to hide Trojans
(easier for Trojan detection). Specifically, we analyze different avenues to
reduce the potential rare trigger cases, including design diversity and area
optimization. While there is a good understanding of the relationship between
area, power, energy, and performance, this research provides a better insight
into the dependency between area and security. Our experimental evaluation
demonstrates that area reduction leads to a reduction in rareness. It also
reveals that reducing rareness leads to faster Trojan detection as well as
improved coverage by Trojan detection methods.
","[{'version': 'v1', 'created': 'Fri, 17 Feb 2023 16:42:11 GMT'}]",2023-02-20,"['Cryptography and Security', 'Hardware Architecture', 'Logic in Computer Science']","This paper presents DETER, a novel design approach to reduce the risk of security vulnerabilities in computing systems. DETER utilizes rareness reduction in cryptography and security, hardware architecture, and logic in computer science to create a secure system design. This approach is based on the concept of trust, which is defined as the assurance that a user or system can trust a given system to protect its data and resources. By reducing the rareness of security vulnerabilities, DETER can help create a secure system architecture that is more resilient to malicious attacks. The paper will discuss the various components of DETER, including its use of cryptography, hardware architecture, and logic. Additionally, the paper will evaluate the effectiveness of the DETER approach for reducing the risk of security vulnerabilities and discuss the potential implications for future system designs.","Write an abstract for a paper called DETER: Design for Trust utilizing Rareness Reduction about Cryptography and Security, Hardware Architecture, Logic in Computer Science"
2209.12142,"Junhao Guo, Zhijian Ji, and Yungang Liu",The topology in the game controllability of multiagent systems,"['math.OC', 'cs.MA']","  In this paper, the graph based condition for the controllability of game
based control system is presented when the control of regulator is not zero. A
control framework which can describe realism well expressed as the game based
control system (GBCS), was obtained in 2019, which, unfortunately, is not graph
theoretically verifiable, and the regulator control input is assumed to be
zero. However, based on a new established notion, strategy matrix, we propose a
graph theory condition to judge the controllability of GBCS, instead of using
algebraic conditions for complex mathematical calculations. More specifically,
to tackle these issues, one needs to study the expression of Nash equilibrium
actions when regulators control is not zero first. Based on this expression,
the general formula of game controllability matrix is obtained, which provides
theoretical support for studying the essential influence of topology on game
based control system. The general formula is always affected by the specific
matrix strategy matrix, composed of Nash equilibrium actions, and the matrix
can not only be obtained by matrix calculation, but also can be directly
written through the topology, which is the specific influence of the topology
on the GBCS. Finally, we obtain the result of judging the controllability of
the system directly according to the topological structure, and put forward the
conjecture that there is no limitation of equivalent partition in GBCS.
Arguably, this is a surprising conjecture on the equivalent partition of
graphs, because only the limitation of equivalent partition in fivenode graphs
has been solved so far
","[{'version': 'v1', 'created': 'Sun, 25 Sep 2022 04:33:56 GMT'}]",2022-09-27,['Multiagent Systems'],"This paper investigates the game controllability of multiagent systems from the perspective of topology. We analyze the controllability of multiagent systems with different topological structures, such as star, ring, and complete graphs. We consider the controllability of multiagent systems under various control strategies, including linear control, distributed control, and decentralized control. We also analyze the impact of different topological structures on the controllability of multiagent systems. Finally, we discuss the implications of our findings on the design of multiagent systems.",Write an abstract for a paper called The topology in the game controllability of multiagent systems about Multiagent Systems
2303.09113,"Lucianna Kiffer, Joachim Neu, Srivatsan Sridhar, Aviv Zohar, David Tse",Security of Blockchains at Capacity,"['cs.CR', 'cs.DC']","  Given a network of nodes with certain communication and computation
capacities, what is the maximum rate at which a blockchain can run securely? We
study this question for proof-of-work (PoW) and proof-of-stake (PoS) longest
chain protocols under a 'bounded bandwidth' model which captures queuing and
processing delays due to high block rate relative to capacity, bursty release
of adversarial blocks, and in PoS, spamming due to equivocations.
  We demonstrate that security of both PoW and PoS longest chain, when
operating at capacity, requires carefully designed scheduling policies that
correctly prioritize which blocks are processed first, as we show attack
strategies tailored to such policies. In PoS, we show an attack exploiting
equivocations, which highlights that the throughput of the PoS longest chain
protocol with a broad class of scheduling policies must decrease as the desired
security error probability decreases. At the same time, through an improved
analysis method, our work is the first to identify block production rates under
which PoW longest chain is secure in the bounded bandwidth setting. We also
present the first PoS longest chain protocol, SaPoS, which is secure with a
block production rate independent of the security error probability, by using
an 'equivocation removal' policy to prevent equivocation spamming.
","[{'version': 'v1', 'created': 'Thu, 16 Mar 2023 07:00:34 GMT'}]",2023-03-17,"['Cryptography and Security', 'Distributed, Parallel, and Cluster Computing']","This paper investigates the security of blockchains at capacity, focusing on cryptography and security, distributed, parallel, and cluster computing. It explores the potential risks associated with blockchain technology and how these risks can be mitigated through the use of distributed, parallel, and cluster computing. It looks at the security of blockchains at different levels, from the protocol level to the application level, and examines how the use of distributed, parallel, and cluster computing can improve the security of the system. It also examines the scalability of blockchains and how the use of distributed, parallel, and cluster computing can help to increase the scalability of the system. Finally, the paper discusses the implications of the security of blockchains at capacity and the potential benefits of distributed, parallel, and cluster computing.","Write an abstract for a paper called Security of Blockchains at Capacity about Cryptography and Security, Distributed, Parallel, and Cluster Computing"
2211.01142,"Yongzhi Su, Yan Di, Fabian Manhardt, Guangyao Zhai, Jason Rambach,
  Benjamin Busam, Didier Stricker, Federico Tombari","OPA-3D: Occlusion-Aware Pixel-Wise Aggregation for Monocular 3D Object
  Detection",['cs.CV'],"  Despite monocular 3D object detection having recently made a significant leap
forward thanks to the use of pre-trained depth estimators for pseudo-LiDAR
recovery, such two-stage methods typically suffer from overfitting and are
incapable of explicitly encapsulating the geometric relation between depth and
object bounding box. To overcome this limitation, we instead propose OPA-3D, a
single-stage, end-to-end, Occlusion-Aware Pixel-Wise Aggregation network that
to jointly estimate dense scene depth with depth-bounding box residuals and
object bounding boxes, allowing a two-stream detection of 3D objects, leading
to significantly more robust detections. Thereby, the geometry stream denoted
as the Geometry Stream, combines visible depth and depth-bounding box residuals
to recover the object bounding box via explicit occlusion-aware optimization.
In addition, a bounding box based geometry projection scheme is employed in an
effort to enhance distance perception. The second stream, named as the Context
Stream, directly regresses 3D object location and size. This novel two-stream
representation further enables us to enforce cross-stream consistency terms
which aligns the outputs of both streams, improving the overall performance.
Extensive experiments on the public benchmark demonstrate that OPA-3D
outperforms state-of-the-art methods on the main Car category, whilst keeping a
real-time inference speed. We plan to release all codes and trained models
soon.
","[{'version': 'v1', 'created': 'Wed, 2 Nov 2022 14:19:13 GMT'}]",2022-11-03,['Computer Vision and Pattern Recognition'],"This paper introduces OPA-3D, a novel occlusion-aware pixel-wise aggregation method for monocular 3D object detection. OPA-3D leverages a deep convolutional neural network (CNN) to extract image features and a novel pixel-wise aggregation module to aggregate pixels in the context of occlusions. Our method is able to detect 3D objects in complex scenes and handle occlusions that are common in real-world scenarios. Experiments on the KITTI and nuScenes datasets demonstrate that OPA-3D outperforms state-of-the-art methods in terms of accuracy, speed, and robustness. The results show that our method is able to significantly improve 3D object detection performance in challenging scenarios.","Write an abstract for a paper called OPA-3D: Occlusion-Aware Pixel-Wise Aggregation for Monocular 3D Object
  Detection about Computer Vision and Pattern Recognition"
2205.03571,Vincent Le Guen,"Deep learning for spatio-temporal forecasting -- application to solar
  energy","['stat.ML', 'cs.AI', 'cs.LG']","  This thesis tackles the subject of spatio-temporal forecasting with deep
learning. The motivating application at Electricity de France (EDF) is
short-term solar energy forecasting with fisheye images. We explore two main
research directions for improving deep forecasting methods by injecting
external physical knowledge. The first direction concerns the role of the
training loss function. We show that differentiable shape and temporal criteria
can be leveraged to improve the performances of existing models. We address
both the deterministic context with the proposed DILATE loss function and the
probabilistic context with the STRIPE model. Our second direction is to augment
incomplete physical models with deep data-driven networks for accurate
forecasting. For video prediction, we introduce the PhyDNet model that
disentangles physical dynamics from residual information necessary for
prediction, such as texture or details. We further propose a learning framework
(APHYNITY) that ensures a principled and unique linear decomposition between
physical and data-driven components under mild assumptions, leading to better
forecasting performances and parameter identification.
","[{'version': 'v1', 'created': 'Sat, 7 May 2022 06:42:48 GMT'}]",2022-05-10,"['Artificial Intelligence', 'Machine Learning']","This paper examines the potential of deep learning for spatio-temporal forecasting of solar energy. Deep learning is a powerful Artificial Intelligence (AI) and Machine Learning (ML) technique that has been used in a variety of applications such as computer vision, natural language processing, and robotics. This paper investigates how deep learning can be used to forecast solar energy at a regional level. Specifically, the paper focuses on the development of a deep learning model that can be used to predict solar energy output in both space and time. The model is evaluated using a case study of solar energy output in the United States. The results show that the deep learning model is able to accurately forecast solar energy output and can be used to inform policy makers and energy providers. The paper concludes by discussing potential applications of deep learning for spatio-temporal forecasting of solar energy.","Write an abstract for a paper called Deep learning for spatio-temporal forecasting -- application to solar
  energy about Artificial Intelligence, Machine Learning"
2303.15041,Amanda Lenzi and Haavard Rue,Towards black-box parameter estimation,"['stat.ML', 'cs.LG']","  Deep learning algorithms have recently shown to be a successful tool in
estimating parameters of statistical models for which simulation is easy, but
likelihood computation is challenging. But the success of these approaches
depends on simulating parameters that sufficiently reproduce the observed data,
and, at present, there is a lack of efficient methods to produce these
simulations. We develop new black-box procedures to estimate parameters of
statistical models based only on weak parameter structure assumptions. For
well-structured likelihoods with frequent occurrences, such as in time series,
this is achieved by pre-training a deep neural network on an extensive
simulated database that covers a wide range of data sizes. For other types of
complex dependencies, an iterative algorithm guides simulations to the correct
parameter region in multiple rounds. These approaches can successfully estimate
and quantify the uncertainty of parameters from non-Gaussian models with
complex spatial and temporal dependencies. The success of our methods is a
first step towards a fully flexible automatic black-box estimation framework.
","[{'version': 'v1', 'created': 'Mon, 27 Mar 2023 09:39:38 GMT'}]",2023-03-28,['Machine Learning'],This paper presents a novel approach to black-box parameter estimation for machine learning models. We introduce a general framework for parameter estimation that is applicable to a variety of model architectures and types of data. We then apply this framework to two distinct machine learning tasks: image classification and natural language processing. We evaluate our approach against existing methods and demonstrate that it achieves superior performance in both tasks. Our results suggest that our approach is a promising alternative to existing methods for parameter estimation in machine learning.,Write an abstract for a paper called Towards black-box parameter estimation about Machine Learning
2002.00863,"Hazem Fahmy, Fabrizio Pastore, Mojtaba Bagherzadeh, Lionel Briand","Supporting DNN Safety Analysis and Retraining through Heatmap-based
  Unsupervised Learning","['cs.SE', 'cs.LG']","  Deep neural networks (DNNs) are increasingly important in safety-critical
systems, for example in their perception layer to analyze images.
Unfortunately, there is a lack of methods to ensure the functional safety of
DNN-based components. We observe three major challenges with existing practices
regarding DNNs in safety-critical systems: (1) scenarios that are
underrepresented in the test set may lead to serious safety violation risks,
but may, however, remain unnoticed; (2) characterizing such high-risk scenarios
is critical for safety analysis; (3) retraining DNNs to address these risks is
poorly supported when causes of violations are difficult to determine. To
address these problems in the context of DNNs analyzing images, we propose
HUDD, an approach that automatically supports the identification of root causes
for DNN errors. HUDD identifies root causes by applying a clustering algorithm
to heatmaps capturing the relevance of every DNN neuron on the DNN outcome.
Also, HUDD retrains DNNs with images that are automatically selected based on
their relatedness to the identified image clusters. We evaluated HUDD with DNNs
from the automotive domain. HUDD was able to identify all the distinct root
causes of DNN errors, thus supporting safety analysis. Also, our retraining
approach has shown to be more effective at improving DNN accuracy than existing
approaches.
","[{'version': 'v1', 'created': 'Mon, 3 Feb 2020 16:16:05 GMT'}, {'version': 'v2', 'created': 'Fri, 29 May 2020 17:29:55 GMT'}, {'version': 'v3', 'created': 'Wed, 21 Oct 2020 09:09:58 GMT'}, {'version': 'v4', 'created': 'Thu, 22 Apr 2021 12:10:27 GMT'}]",2022-10-14,"['Software Engineering', 'Machine Learning']",", and Security

This paper presents a novel approach to support the safety analysis and retraining of deep neural networks (DNNs) through heatmap-based unsupervised learning. It combines the fields of software engineering, machine learning, and security to develop a method to identify potential vulnerabilities in DNNs. The proposed technique utilizes heatmaps to visualize the output of a DNN and identify anomalies and suspicious patterns. We then employ unsupervised learning algorithms to further analyze the heatmap and detect potential security issues. The results demonstrate the effectiveness of the proposed approach in identifying security issues in DNNs. This paper provides a valuable contribution to the field of DNN safety analysis and retraining and can be used to improve the security of DNNs.","Write an abstract for a paper called Supporting DNN Safety Analysis and Retraining through Heatmap-based
  Unsupervised Learning about Software Engineering, Machine Learning"
2112.1108,"Paola Francesca Antonietti, Stefano Berrone, Martina Busetto and Marco
  Verani","Agglomeration-based geometric multigrid schemes for the Virtual Element
  Method","['math.NA', 'cs.NA']","  In this paper we analyse the convergence properties of two-level, W-cycle and
V-cycle agglomeration-based geometric multigrid schemes for the numerical
solution of the linear system of equations stemming from the lowest order
$C^0$-conforming Virtual Element discretization of two-dimensional second-order
elliptic partial differential equations. The sequence of agglomerated
tessellations are nested, but the corresponding multilevel virtual discrete
spaces are generally non-nested thus resulting into non-nested multigrid
algorithms. We prove the uniform convergence of the two-level method with
respect to the mesh size and the uniform convergence of the W-cycle and the
V-cycle multigrid algorithms with respect to the mesh size and the number of
levels. Numerical experiments confirm the theoretical findings.
","[{'version': 'v1', 'created': 'Tue, 21 Dec 2021 10:27:36 GMT'}, {'version': 'v2', 'created': 'Sun, 27 Feb 2022 11:39:23 GMT'}]",2022-03-01,['Numerical Analysis'],"This paper presents an agglomeration-based geometric multigrid (GMG) scheme for the Virtual Element Method (VEM). In particular, we focus on the numerical solution of the Poisson equation in two dimensions, which is a fundamental problem in numerical analysis. The proposed GMG scheme is derived from a multilevel agglomeration strategy that is based on an appropriate refinement of the computational mesh and the definition of a suitable coarse space. The numerical experiments conducted in this paper demonstrate that the proposed GMG scheme is effective and efficient for the numerical solution of the Poisson equation. The results also show that the proposed GMG scheme is robust and converges rapidly.","Write an abstract for a paper called Agglomeration-based geometric multigrid schemes for the Virtual Element
  Method about Numerical Analysis"
2302.0883,Daniel Obmann and Markus Haltmeier,Convergence rates for critical point regularization,"['math.OC', 'cs.NA', 'math.NA']","  Tikhonov regularization involves minimizing the combination of a data
discrepancy term and a regularizing term, and is the standard approach for
solving inverse problems. The use of non-convex regularizers, such as those
defined by trained neural networks, has been shown to be effective in many
cases. However, finding global minimizers in non-convex situations can be
challenging, making existing theory inapplicable. A recent development in
regularization theory relaxes this requirement by providing convergence based
on critical points instead of strict minimizers. This paper investigates
convergence rates for the regularization with critical points using Bregman
distances. Furthermore, we show that when implementing near-minimization
through an iterative algorithm, a finite number of iterations is sufficient
without affecting convergence rates.
","[{'version': 'v1', 'created': 'Fri, 17 Feb 2023 12:03:03 GMT'}]",2023-02-20,['Numerical Analysis'],"This paper studies the convergence rates of critical point regularization for numerical analysis. We consider a family of algorithms that use a critical point as an approximate solution to a given problem. We analyze the convergence rate of these algorithms, and how it depends on the properties of the problem. We also discuss the convergence properties of the algorithms when the problem is ill-conditioned, and the effect of the regularization parameter on the convergence rate. The results of this paper provide insight into the behavior of critical point regularization for numerical analysis, and can be used to guide the choice of regularization parameters for a given problem.",Write an abstract for a paper called Convergence rates for critical point regularization about Numerical Analysis
2211.14144,"Can Chen, Scott T. Weiss, Yang-Yu Liu","Graph Convolutional Network-based Feature Selection for High-dimensional
  and Low-sample Size Data",['cs.LG'],"  Feature selection is a powerful dimension reduction technique which selects a
subset of relevant features for model construction. Numerous feature selection
methods have been proposed, but most of them fail under the high-dimensional
and low-sample size (HDLSS) setting due to the challenge of overfitting. In
this paper, we present a deep learning-based method - GRAph Convolutional
nEtwork feature Selector (GRACES) - to select important features for HDLSS
data. We demonstrate empirical evidence that GRACES outperforms other feature
selection methods on both synthetic and real-world datasets.
","[{'version': 'v1', 'created': 'Fri, 25 Nov 2022 14:46:36 GMT'}]",2022-11-28,['Machine Learning'],"This paper aims to discuss the use of graph convolutional networks (GCNs) for feature selection in high-dimensional and low-sample size data about machine learning. Feature selection is a critical step in machine learning, as it eliminates irrelevant or redundant features, thereby improving the performance of the model. GCNs are a type of deep learning model that has been shown to be effective in many tasks, including feature selection. In this paper, we propose a novel approach to feature selection using GCNs. We evaluate the proposed method on a variety of datasets and show that it outperforms traditional methods. Additionally, we discuss the implications of our results and provide a comparison of our method to existing methods. Finally, we discuss future directions for research.","Write an abstract for a paper called Graph Convolutional Network-based Feature Selection for High-dimensional
  and Low-sample Size Data about Machine Learning"
2303.07875,"E. Subramanian, M. Mithun Karthik, G Prem Krishna, D. Vaisnav Prasath,
  V. Sukesh Kumar",Solar Power Prediction Using Machine Learning,['cs.LG'],"  This paper presents a machine learning-based approach for predicting solar
power generation with high accuracy using a 99% AUC (Area Under the Curve)
metric. The approach includes data collection, pre-processing, feature
selection, model selection, training, evaluation, and deployment. High-quality
data from multiple sources, including weather data, solar irradiance data, and
historical solar power generation data, are collected and pre-processed to
remove outliers, handle missing values, and normalize the data. Relevant
features such as temperature, humidity, wind speed, and solar irradiance are
selected for model training. Support Vector Machines (SVM), Random Forest, and
Gradient Boosting are used as machine learning algorithms to produce accurate
predictions. The models are trained on a large dataset of historical solar
power generation data and other relevant features. The performance of the
models is evaluated using AUC and other metrics such as precision, recall, and
F1-score. The trained machine learning models are then deployed in a production
environment, where they can be used to make real-time predictions about solar
power generation. The results show that the proposed approach achieves a 99%
AUC for solar power generation prediction, which can help energy companies
better manage their solar power systems, reduce costs, and improve energy
efficiency.
","[{'version': 'v1', 'created': 'Sat, 11 Mar 2023 06:31:46 GMT'}]",2023-03-15,['Machine Learning'],"This paper presents a machine learning-based approach for predicting solar power output. The proposed model is based on a multi-layer perceptron (MLP) neural network and is trained using a dataset of historical solar power output, meteorological data and other relevant features. The model is evaluated using a cross-validation approach on a real-world dataset, and the results show that the proposed model is capable of accurately predicting solar power output. The paper also discusses several potential applications of the proposed model, such as energy management and forecasting. Finally, the paper provides a discussion of the potential challenges and future directions for solar power prediction using machine learning.",Write an abstract for a paper called Solar Power Prediction Using Machine Learning about Machine Learning
2212.10787,"Naoki Wake, Atsushi Kanehira, Kazuhiro Sasabuchi, Jun Takamatsu,
  Katsushi Ikeuchi",Interactive Task Encoding System for Learning-from-Observation,['cs.RO'],"  We introduce a practical pipeline that interactively encodes multimodal human
demonstrations for robot teaching. This pipeline is designed as an input system
for a framework called Learning-from-Observation (LfO), which aims to program
household robots with manipulative tasks through few-shots human demonstration
without coding. While most previous LfO systems run with visual demonstration,
recent research on robot teaching has shown the effectiveness of verbal
instruction in making recognition robust and teaching interactive. To the best
of our knowledge, however, no LfO system has yet been proposed that utilizes
both verbal instruction and interaction, namely \textit{multimodal LfO}. This
paper proposes the interactive task encoding system (ITES) as an input pipeline
for multimodal LfO. ITES assumes that the user teaches step-by-step, pausing
hand movements in order to match the granularity of human instructions with the
granularity of robot execution. ITES recognizes tasks based on step-by-step
verbal instructions that accompany the hand movements. Additionally, the
recognition is made robust through interactions with the user. We test ITES on
a real robot and show that the user can successfully teach multiple operations
through multimodal demonstrations. The results suggest the usefulness of ITES
for multimodal LfO. The source code is available at
https://github.com/microsoft/symbolic-robot-teaching-interface.
","[{'version': 'v1', 'created': 'Wed, 21 Dec 2022 06:11:28 GMT'}, {'version': 'v2', 'created': 'Wed, 25 Jan 2023 06:16:30 GMT'}]",2023-01-26,['Robotics'],"This paper presents an interactive task encoding system for robots that enables them to learn from observation. The proposed system uses a combination of computer vision and reinforcement learning algorithms to enable robots to learn from their environment and to understand tasks by observing demonstrations of them. The system consists of a task encoding layer and a reinforcement learning layer. The task encoding layer consists of a set of task-specific features which are used to encode a task, and the reinforcement learning layer uses these features to learn from the observations. Experiments with a simulated robot demonstrate the effectiveness of the proposed system in learning from observation. The results show that the proposed system is able to learn from observation and can successfully encode tasks to enable robots to learn from their environment.",Write an abstract for a paper called Interactive Task Encoding System for Learning-from-Observation about Robotics
2211.15613,"Yang Chen, Chao Jiang, Alan Ritter, Wei Xu",Frustratingly Easy Label Projection for Cross-lingual Transfer,"['cs.CL', 'cs.AI']","  Translating training data into many languages has emerged as a practical
solution for improving cross-lingual transfer. For tasks that involve
span-level annotations, such as information extraction or question answering,
an additional label projection step is required to map annotated spans onto the
translated texts. Recently, a few efforts have utilized a simple
mark-then-translate method to jointly perform translation and projection by
inserting special markers around the labeled spans in the original sentence.
However, as far as we are aware, no empirical analysis has been conducted on
how this approach compares to traditional annotation projection based on word
alignment. In this paper, we present an extensive empirical study across 42
languages and three tasks (QA, NER, and Event Extraction) to evaluate the
effectiveness and limitations of both methods, filling an important gap in the
literature. Experimental results show that our optimized version of
mark-then-translate, which we call EasyProject, is easily applied to many
languages and works surprisingly well, outperforming the more complex word
alignment-based methods. We analyze several key factors that affect end-task
performance, and show EasyProject works well because it can accurately preserve
label span boundaries after translation. We will publicly release all our code
and data.
","[{'version': 'v1', 'created': 'Mon, 28 Nov 2022 18:11:48 GMT'}, {'version': 'v2', 'created': 'Sun, 4 Dec 2022 17:34:56 GMT'}]",2022-12-06,"['Computation and Language', 'Artificial Intelligence']","This paper examines the problem of cross-lingual transfer in the field of Computation and Language, Artificial Intelligence (AI). It proposes a novel approach to label projection, which is a method of transferring labels from one language to another. The proposed approach is based on a combination of existing techniques, including the use of machine learning algorithms and natural language processing (NLP) tools. The proposed approach is evaluated on multiple datasets and compared to existing approaches. Results show that the proposed approach is able to achieve better performance than existing methods, with significant improvements in accuracy and efficiency. The proposed approach also offers a promising solution to the problem of cross-lingual transfer in AI and Computation and Language.","Write an abstract for a paper called Frustratingly Easy Label Projection for Cross-lingual Transfer about Computation and Language, Artificial Intelligence"
2212.03422,Weidong Wang and Jing Yang,"Generalized Companion Subresultants of Several Univariate Polynomials in
  Newton Basis","['cs.SC', 'math.AC']","  In this paper, the concept of companion subresultant for polynomials in power
basis is extended to that for polynomials in Newton basis and an explicit
formula in the form of determinental polynomial is developed for the
generalized companion subresultant. It is noted that the resulting subresultant
is expressed with the same Newton basis as the input polynomials and it shares
the essential property with the subresultant in power basis.
","[{'version': 'v1', 'created': 'Wed, 7 Dec 2022 03:09:23 GMT'}]",2022-12-08,['Symbolic Computation'],"This paper presents a new algorithm for computing the generalized companion subresultants of several univariate polynomials in Newton basis. The algorithm is based on the symbolic computation of the coefficients of the polynomials, which are used to construct a matrix of subresultants. The generalized companion subresultants are then computed from the matrix. The algorithm is implemented in the Maple computer algebra system and its performance is evaluated. The results demonstrate that the algorithm is faster than existing methods for computing generalized companion subresultants. Furthermore, the algorithm is applicable to polynomials of any degree and can be used for any number of polynomials.","Write an abstract for a paper called Generalized Companion Subresultants of Several Univariate Polynomials in
  Newton Basis about Symbolic Computation"
2203.09268,"Stefano B. Blumberg and Hongxiang Lin and Francesco Grussu and Yukun
  Zhou and Matteo Figini and Daniel C. Alexander","Progressive Subsampling for Oversampled Data - Application to
  Quantitative MRI","['eess.IV', 'cs.CV', 'cs.LG', 'q-bio.NC']","  We present PROSUB: PROgressive SUBsampling, a deep learning based, automated
methodology that subsamples an oversampled data set (e.g. multi-channeled 3D
images) with minimal loss of information. We build upon a recent dual-network
approach that won the MICCAI MUlti-DIffusion (MUDI) quantitative MRI
measurement sampling-reconstruction challenge, but suffers from deep learning
training instability, by subsampling with a hard decision boundary. PROSUB uses
the paradigm of recursive feature elimination (RFE) and progressively
subsamples measurements during deep learning training, improving optimization
stability. PROSUB also integrates a neural architecture search (NAS) paradigm,
allowing the network architecture hyperparameters to respond to the subsampling
process. We show PROSUB outperforms the winner of the MUDI MICCAI challenge,
producing large improvements >18% MSE on the MUDI challenge sub-tasks and
qualitative improvements on downstream processes useful for clinical
applications. We also show the benefits of incorporating NAS and analyze the
effect of PROSUB's components. As our method generalizes to other problems
beyond MRI measurement selection-reconstruction, our code is
https://github.com/sbb-gh/PROSUB
","[{'version': 'v1', 'created': 'Thu, 17 Mar 2022 11:44:07 GMT'}, {'version': 'v2', 'created': 'Fri, 8 Apr 2022 18:16:59 GMT'}, {'version': 'v3', 'created': 'Tue, 5 Jul 2022 17:07:16 GMT'}, {'version': 'v4', 'created': 'Sun, 9 Oct 2022 12:42:10 GMT'}, {'version': 'v5', 'created': 'Tue, 11 Oct 2022 09:21:56 GMT'}]",2022-10-12,"['Computer Vision and Pattern Recognition', 'Machine Learning']","This paper presents a novel progressive subsampling technique for oversampled data, with a particular focus on its application to quantitative magnetic resonance imaging (qMRI). We propose a progressive subsampling strategy that is based on a combination of computer vision and pattern recognition methods, as well as machine learning techniques. The proposed technique is applied to qMRI data to reduce the amount of data required for analysis. We demonstrate that the proposed technique can produce accurate results with minimal subsampling, and that it can be used to improve the accuracy of quantitative MRI analysis. We also present results that show the effectiveness of our proposed strategy in comparison to existing methods. Finally, we discuss potential future directions for the application of progressive subsampling to other types of data.","Write an abstract for a paper called Progressive Subsampling for Oversampled Data - Application to
  Quantitative MRI about Computer Vision and Pattern Recognition, Machine Learning"
